Fix ID,Parent finding,Pattern ID,Page URL,Page,Page ID,Section title,Draft section ID,Tracking ID,Component kind,Config shape,Source snapshot key,Draft index,Hidden from view,Source name,Source label (as shown in picker),Source class,Source ID,View ID,Source env (srcEnv),Has join,Stored fetch mode,readyToLoad,Resolved behaviour,Relies on implicit fallback,In scope,Scope reason,Recommended fetch mode,Recommended fix,Fix needed,Status,Assigned to,Date fixed,Notes
T6-C595,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,(untitled Card),1509821,73b0b448-a5c6-4e1e-b269-cb3609171631,Card,v1,sourceInfo,8,TRUE,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C596,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Planning Process,1496881,d5ca1fcc-2c26-4f32-b30a-ad1c08185a4b,Card,v1,sourceInfo,10,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C104,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,(untitled Spreadsheet),1509612,731c2f3a-9ab5-4ab0-baf7-f13fc55e412f,Spreadsheet,v2,externalSource,11,,Participation,Participation [test_meta_forms],internal,1473468,1473469,mitigat-ny-prod+test_meta_forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C597,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,(untitled Card),1510719,f7c2ee6a-5bc0-4fef-94d6-29d611d3d36c,Card,v1,sourceInfo,12,TRUE,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C598,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Jurisdictional Profile,1436110,d5ca1fcc-2c26-4f32-b30a-ad1c08185a4b,Card,v1,sourceInfo,14,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C600,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Local Context,1436150,52f1dfba-0229-48f2-9866-45b1dcb6a14b,Card,v1,sourceInfo,17,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C601,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Critical Buildings,1436166,19600e6d-b783-4253-a551-86caad917275,Card,v1,sourceInfo,19,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C105,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Historic Properties/District (if applicable),1437355,b51b20db-ed8c-4ef5-b627-ea4b8c0abcd4,Card,v2,externalSource,23,,Jurisdictions,Jurisdictions [test_meta_forms],internal,1346449,1346450,mitigat-ny-prod+test_meta_forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C605,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Critical Infrastructure,1437360,ab79230d-7f42-462c-b3a4-b5ffe174dd10,Card,v1,sourceInfo,26,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C606,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Growth and Development Trends,1516987,7dbc9e34-e953-4973-8358-a9bea61a8141,Card,v1,sourceInfo,28,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C607,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Additional Context (Municipal),1957291,1954129e-9e69-4346-a054-5e74923b8c3e,Card,v1,sourceInfo,30,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C608,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Risk,1440560,f5e93459-b8df-4316-a4ea-64b2af65dc8a,Card,v1,sourceInfo,32,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C609,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,(untitled Card),1510722,da242bf5-4168-484b-965e-4a4efeea13d0,Card,v1,sourceInfo,33,TRUE,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C106,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Hazards of Concern,1509608,e02d3e07-d9a4-4744-a02b-a49ef79ddfd5,Spreadsheet,v2,externalSource,34,,Hazards_of_Concern,Hazards_of_Concern [test_meta_forms],internal,1473470,1473471,mitigat-ny-prod+test_meta_forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C107,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Hazards Excluded,1517379,a04f1bb3-93c6-4e36-a65e-b2239e50a4a5,Spreadsheet,v2,externalSource,36,,Hazards_of_Concern,Hazards_of_Concern [test_meta_forms],internal,1473470,1473471,mitigat-ny-prod+test_meta_forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C611,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Historic Occurances,1440572,fbb51934-b2ae-482e-bb2e-324eb6e30f9a,Card,v1,sourceInfo,38,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C614,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Declared Disasters,1440586,c1efbf64-aa1c-4cc2-9d6a-204bfb02a1fb,Card,v1,sourceInfo,42,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C615,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Problem Areas,1437132,93e480cc-1d66-4879-8741-a59a9090efdf,Card,v1,sourceInfo,44,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C619,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Cascading Impacts from Hazards,1684993,d2512761-7639-4968-98d3-a7153a5abce2,Card,v1,sourceInfo,50,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C620,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Other Hazards,1499931,2c3c6f16-0f7e-4b52-9755-0565743f0a48,Card,v1,sourceInfo,52,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C621,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Additional Context (Risk),1499252,8be0a28e-ae34-4693-8363-5b60ce4c7447,Card,v1,sourceInfo,54,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C622,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Evaluation of Previously Identified Actions,1440676,46e2c72f-9c3f-447f-9df2-08d681a1a2ee,Card,v1,sourceInfo,57,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C623,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,(untitled Card),1510725,c3a99306-9ec4-4382-ab9b-02916c2ea7d5,Card,v1,sourceInfo,58,TRUE,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C624,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Action Development,1440801,c6d4985f-cf87-4dfc-a5f0-e2c07aab8390,Card,v1,sourceInfo,60,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C625,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,(untitled Card),1482250,f7c2ee6a-5bc0-4fef-94d6-29d611d3d36c,Card,v1,sourceInfo,62,TRUE,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C626,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Local Context,1440806,55f988cb-db2f-4859-af95-5cdf7cc04260,Card,v1,sourceInfo,64,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C109,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Local Actions Database,1440813,3d4d7f1d-ad10-4715-99cd-624f00aaf65c,Spreadsheet,v2,externalSource,66,,Actions_Revised,Actions_Revised [test_meta_forms],internal,1029065,1074456,mitigat-ny-prod+test_meta_forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C628,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,(untitled Card),1446203,c3a99306-9ec4-4382-ab9b-02916c2ea7d5,Card,v1,sourceInfo,67,TRUE,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C629,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Additional Context (Strategy),1499254,ff34dd93-31d1-4d35-8f80-4f650257685c,Card,v1,sourceInfo,69,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C630,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Capacity To Implement,1440867,4fa894bc-057f-4157-9705-94e81b6be2d1,Card,v1,sourceInfo,71,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C631,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Integration,1440875,3336e4b7-366c-459b-935b-be786b48ccb8,Card,v1,sourceInfo,73,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C632,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,(untitled Card),1478381,c3a99306-9ec4-4382-ab9b-02916c2ea7d5,Card,v1,sourceInfo,74,TRUE,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C110,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,(untitled Spreadsheet),1496523,43a48178-4c55-43c0-8086-8b070566ed92,Spreadsheet,v2,externalSource,76,,Capabilities_Catalogue,Capabilities_Catalogue [test_meta_forms],internal,1068273,1172519,mitigat-ny-prod+test_meta_forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
T6-C634,T6-001,1300890,https://county_template.devmny.org/the_plan/jurisdictional_annexes/select_jurisdiction,the_plan/jurisdictional_annexes/select_jurisdiction,1348541,Additional Context (Capacity to Implement),1499256,6a6039b0-32c6-49a5-a1eb-889e9908f059,Card,v1,sourceInfo,77,,Jurisdictions,Jurisdictions [test-meta-forms],internal,1346449,1346450,mitigat-ny-prod+test-meta-forms,,Force (always re-fetch),TRUE,Force (always re-fetch),,Yes,,Force (always re-fetch),None - already set to Force (always re-fetch).,No,Closed,,,Already correct at scan time.
