action_id,precision,tier,geocoder,apply,confidence,score,source_field,matched_text,geometry_lat_long_polygon_etc,address_if_available,lon,lat,dist_from_centroid_km
1105038,4,D_named_road,nys_street,yes,low,100,text,Connell Road,"44.530084949255375, -73.49534850603062",,-73.49534850603062,44.530084949255375,28.05
1093879,4,B_address,nys_address,yes,high,99.62,text,131 Telegraph Rd,"43.204762431348996, -78.47514970661037",,-78.47514970661037,43.204762431348996,28.04
1105248,4,D_named_road,nys_street,yes,low,100,text,Saratoga Street,"42.75187469891134, -73.70082555130172",,-73.70082555130172,42.75187469891134,27.96
1093674,4,C_intersection,census,yes,medium,100,text,Haviland Ave and Baker Ave,"43.290450241143, -73.632387005857",,-73.632387005857,43.290450241143,27.69
1103562,4,B_address,nys_address,yes,high,100,text,95 Davis Avenue,"40.9040532451777, -73.78275942753494",95 Davis Avenue,-73.78275942753494,40.9040532451777,27.63
1094360,4,D_named_road,nys_street,yes,low,100,text,Broad Street,"42.00057338614283, -76.54889827423308",,-76.54889827423308,42.00057338614283,27.52
1099368,4,D_named_road,nys_street,yes,low,97.46,text,Limekiln Rd,"44.41536387383915, -75.3936082038426",,-75.3936082038426,44.41536387383915,27.3
1093672,4,D_named_road,nys_street,yes,low,100,text,Beach Road,"43.2893507841939, -73.63830856608661",,-73.63830856608661,43.2893507841939,27.27
1103159,4,D_named_road,nys_street,yes,low,100,text,Alexander Street,"40.93593134718879, -73.9027888417327",,-73.9027888417327,40.93593134718879,27.05
1099609,4,A_coords,parse,yes,high,,description...action_description,,"41.945518, -74.574712",,-74.574712,41.945518,26.92
1099593,4,A_coords,parse,yes,high,,description...action_description,,"42.078987, -74.453488",,-74.453488,42.078987,26.64
1088471,4,B_address,nys_address,yes,high,100,text,120 Middle Street,"42.87312677537414, -76.97414201459954",120 Middle Street,-76.97414201459954,42.87312677537414,26.64
1098500,4,D_named_road,nys_street,yes,low,97.46,text,Jones Rd,"44.57292590897402, -74.75102395836971",,-74.75102395836971,44.57292590897402,26.6
1103175,4,D_named_road,nys_street,yes,low,100,text,Ashburton Avenue,"40.94056278218403, -73.90095981980369",,-73.90095981980369,40.94056278218403,26.52
1092302,4,D_named_road,nys_street,yes,low,100,text,Conner Street,"40.88708839095057, -73.83477250596918",,-73.83477250596918,40.88708839095057,26.45
1099837,4,D_named_road,nys_street,yes,low,100,text,Conner Street,"40.88708839095057, -73.83477250596918",,-73.83477250596918,40.88708839095057,26.45
1103556,4,D_named_road,nys_street,yes,low,100,text,Inwood Place,"40.918076393489564, -73.80323951508801",,-73.80323951508801,40.918076393489564,26.3
1103174,4,D_named_road,nys_street,yes,low,100,text,Saw Mill River Road,"40.93909532241571, -73.88391849108994",,-73.88391849108994,40.93909532241571,26.04
1095397,4,D_named_road,nys_street,yes,low,100,text,Lake Avenue,"43.32980156883508, -73.83987708819214",,-73.83987708819214,43.32980156883508,25.71
1099611,4,A_coords,parse,yes,high,,description...action_description,,"41.869592, -73.951976",,-73.951976,41.869592,25.47
1093617,4,D_named_road,nys_street,yes,low,100,text,Halfway House Road,"42.930176633667166, -73.66711261136784",,-73.66711261136784,42.930176633667166,25.38
1094958,4,D_named_road,nys_street,yes,low,100,text,Halfway House Road,"42.930176633667166, -73.66711261136784",,-73.66711261136784,42.930176633667166,25.38
1093610,4,C_intersection,census,yes,medium,100,text,Towpath Road and Hudson Ave,"42.93206345781, -73.665628046753",,-73.665628046753,42.93206345781,25.3
1094961,4,C_intersection,census,yes,medium,100,text,Towpath Road and Hudson Ave,"42.93206345781, -73.665628046753",,-73.665628046753,42.93206345781,25.3
1103561,4,C_intersection,census,yes,medium,100,text,Eastchester Road and White Oak St,"40.92741969409, -73.790521607547",,-73.790521607547,40.92741969409,25.12
1097208,4,D_route,nys_street,yes,medium,97.46,text,Route 56,"44.71451492211017, -74.987217040096",,-74.987217040096,44.71451492211017,25.1
1093620,4,C_intersection,census,yes,medium,100,text,Lake Street and Park Ave,"42.939605570489, -73.657453016309",,-73.657453016309,42.939605570489,25.09
1094971,4,C_intersection,census,yes,medium,100,text,Lake Street and Park Ave,"42.939605570489, -73.657453016309",,-73.657453016309,42.939605570489,25.09
1103168,4,D_named_road,nys_street,yes,low,100,text,Palmer Road,"40.946256394748495, -73.87766252494144",,-73.87766252494144,40.946256394748495,25.09
1093989,4,D_named_road,nys_street,yes,low,100,text,H.Moyer Road,"42.929311662454964, -74.74299879733873 | Town of Minden",,-74.74299879733873,42.929311662454964,24.88
1092419,4,B_address,nys_address,yes,high,100,text,3450 Kingsbridge Avenue,"40.88365668168639, -73.90259508550488",3450 Kingsbridge Avenue,-73.90259508550488,40.88365668168639,24.77
1099120,4,B_address,nys_address,yes,high,100,text,3450 Kingsbridge Avenue,"40.88365668168639, -73.90259508550488",3450 Kingsbridge Avenue,-73.90259508550488,40.88365668168639,24.77
1103555,4,D_named_road,nys_street,yes,low,100,text,Chatsworth Place,"40.929968401339394, -73.77670545946468",,-73.77670545946468,40.929968401339394,24.72
1093462,4,D_named_road,nys_street,yes,low,100,text,Water St,"43.24940849436085, -79.05075211117637 | Water St; Village Waterfront",,-79.05075211117637,43.24940849436085,24.62
1093463,4,D_named_road,nys_street,yes,low,100,text,Water Street,"43.24940849436085, -79.05075211117637 | Water Street Sewer Lift Station; Village Waterfront",,-79.05075211117637,43.24940849436085,24.62
1093464,4,D_named_road,nys_street,yes,low,100,text,Water Street,"43.24940849436085, -79.05075211117637 | Water Street, entire length; Docks",,-79.05075211117637,43.24940849436085,24.62
1094421,4,D_named_road,nys_street,yes,low,100,text,Elm Street,"42.852852079433084, -74.99010671926784",,-74.99010671926784,42.852852079433084,24.61
1091259,4,B_address,nys_address,yes,high,100,text,734 Utica Street,"42.75909220097873, -75.88401944661823",734 Utica Street,-75.88401944661823,42.75909220097873,24.44
1099338,4,B_address,nys_address,yes,high,100,text,734 Utica Street,"42.75909220097873, -75.88401944661823",734 Utica Street,-75.88401944661823,42.75909220097873,24.44
1093624,4,D_named_road,nys_street,yes,low,100,text,Meadow Lane,"42.91830164039503, -73.7131175854318",,-73.7131175854318,42.91830164039503,24.34
1094969,4,D_named_road,nys_street,yes,low,100,text,Meadow Lane,"42.91830164039503, -73.7131175854318",,-73.7131175854318,42.91830164039503,24.34
1099589,4,A_coords,parse,yes,high,,description...action_description,,"42.105546, -74.289716",,-74.289716,42.105546,24.31
1093616,4,D_named_road,nys_street,yes,low,100,text,Stratton Lane,"42.95905107171908, -73.64587324695",,-73.64587324695,42.95905107171908,24.21
1093622,4,D_named_road,nys_street,yes,low,100,text,Stratton Lane,"42.95905107171908, -73.64587324695",,-73.64587324695,42.95905107171908,24.21
1094965,4,D_named_road,nys_street,yes,low,100,text,Stratton Lane,"42.95905107171908, -73.64587324695",,-73.64587324695,42.95905107171908,24.21
1094968,4,D_named_road,nys_street,yes,low,100,text,Stratton Lane,"42.95905107171908, -73.64587324695",,-73.64587324695,42.95905107171908,24.21
1093611,4,D_named_road,nys_street,yes,low,100,text,River Road,"43.00591567102521, -73.6015915915674",,-73.6015915915674,43.00591567102521,24.11
1094960,4,D_named_road,nys_street,yes,low,100,text,River Road,"43.00591567102521, -73.6015915915674",,-73.6015915915674,43.00591567102521,24.11
1099610,4,A_coords,parse,yes,high,,description...action_description,,"41.976082, -74.521518",,-74.521518,41.976082,23.85
1099990,4,C_intersection,census,yes,medium,100,text,Richards Avenue and Tharp Road,"42.004566570039, -76.004520826735",,-76.004520826735,42.004566570039,23.08
1095267,3,D_named_road,nys_street,yes,low,100,text,Bayview Ave,"40.798683314049356, -73.74795641035028",,-73.74795641035028,40.798683314049356,22.95
1095276,3,D_named_road,nys_street,yes,low,100,text,Bayview Ave,"40.798683314049356, -73.74795641035028",,-73.74795641035028,40.798683314049356,22.95
1104694,4,D_named_road,nys_street,yes,low,100,text,Dogwood Lane,"41.987355514038526, -74.01744360898901",,-74.01744360898901,41.987355514038526,22.79
1094345,4,D_named_road,nys_street,yes,low,100,text,Cove Road,"43.20425979201034, -75.71106620241596",,-75.71106620241596,43.20425979201034,22.69
1094349,4,D_named_road,nys_street,yes,low,100,text,Cove Road,"43.20425979201034, -75.71106620241596",,-75.71106620241596,43.20425979201034,22.69
1105300,4,D_route,nys_street,yes,medium,100,text,Route 5,"42.86096650713579, -77.07749345544389",,-77.07749345544389,42.86096650713579,22.52
1103170,4,D_named_road,nys_street,yes,low,100,text,Clunie Avenue,"40.97014447153023, -73.87075755976616",,-73.87075755976616,40.97014447153023,22.44
1103506,3,C_intersection,census,yes,medium,100,text,Porter Road and Town Line Road,"42.380298608616, -78.616117466254",,-78.616117466254,42.380298608616,22.43
1095801,4,D_named_road,nys_street,yes,low,100,text,Old River Road,"43.72336479502294, -74.01049677489372",,-74.01049677489372,43.72336479502294,22.39
1103559,4,D_named_road,nys_street,yes,low,100,text,Wilmot Road,"40.954474344444066, -73.79704446600614",,-73.79704446600614,40.954474344444066,22.22
1103228,4,D_named_road,nys_street,yes,low,100,text,Milton Road,"40.95829031713051, -73.68891137609832",,-73.68891137609832,40.95829031713051,22.16
1094783,4,D_route,nys_street,yes,medium,100,text,NYS Route 17,"41.22367434249182, -74.18808765497369",,-74.18808765497369,41.22367434249182,22.14
1099591,4,A_coords,parse,yes,high,,description...action_description,,"42.081855, -74.312054",,-74.312054,42.081855,21.99
1095396,4,D_named_road,nys_street,yes,low,100,text,"Hall Hill
Road","43.36600366206895, -73.80653466170715",,-73.80653466170715,43.36600366206895,21.91
1099622,4,A_coords,parse,yes,high,,description...action_description,,"41.697549, -74.197763",,-74.197763,41.697549,21.78
1094741,4,D_named_road,nys_street,yes,low,100,text,Riverside Drive,"43.121355593136656, -75.2239980870176",,-75.2239980870176,43.121355593136656,21.78
1104999,3,D_named_road,nys_street,yes,low,100,text,Kingdom Road,"42.904258504674544, -76.82559645500471",,-76.82559645500471,42.904258504674544,21.72
1091261,4,D_named_road,nys_street,yes,low,100,text,Clyde Street,"42.74070165918285, -75.54416008795938",,-75.54416008795938,42.74070165918285,21.7
1099285,4,D_named_road,nys_street,yes,low,100,text,Clyde Street,"42.74070165918285, -75.54416008795938",,-75.54416008795938,42.74070165918285,21.7
1097626,4,C_intersection,census,yes,medium,100,text,Greenway Road and Regent Dr,"40.690206724803, -73.334410768164",,-73.334410768164,40.690206724803,21.68
1103236,4,C_intersection,census,yes,medium,100,text,Harrison Avenue and Garfield Ave,"41.300028626294, -73.919212543238",,-73.919212543238,41.300028626294,21.56
1099858,4,D_route,nys_street,yes,medium,97.46,text,County Rt 15,"44.58079360878438, -75.31123982814283",,-75.31123982814283,44.58079360878438,21.37
1099602,4,A_coords,parse,yes,high,,description...action_description,,"42.029114, -74.083873",,-74.083873,42.029114,21.32
1104369,4,D_named_road,nys_street,yes,low,100,text,Hampton Avenue,"42.618771693836834, -73.73370157491851",,-73.73370157491851,42.618771693836834,20.99
1103153,4,D_named_road,nys_street,yes,low,100,text,Louisa Street,"41.27836944984255, -73.93900952903721",,-73.93900952903721,41.27836944984255,20.97
1091203,4,B_address,nys_address,yes,high,100,text,210 Sconondoa Street,"43.09739445898248, -75.64808369493272",210 Sconondoa Street,-75.64808369493272,43.09739445898248,20.6
1097378,4,B_address,nys_address,yes,high,100,text,210 Sconondoa Street,"43.09739445898248, -75.64808369493272",210 Sconondoa Street,-75.64808369493272,43.09739445898248,20.6
1099598,4,A_coords,parse,yes,high,,description...action_description,,"42.014197, -74.076239",,-74.076239,42.014197,20.59
1097207,4,D_named_road,nys_street,yes,low,97.46,text,Lawrence Ave,"44.66984790334668, -74.98175710462648",,-74.98175710462648,44.66984790334668,20.49
1091927,4,D_named_road,nys_street,yes,low,100,text,Bronx Street,"40.84010238342504, -73.87862847676972",,-73.87862847676972,40.84010238342504,20.38
1091929,4,D_named_road,nys_street,yes,low,100,text,Bronx Street,"40.84010238342504, -73.87862847676972",,-73.87862847676972,40.84010238342504,20.38
1091932,4,D_named_road,nys_street,yes,low,100,text,Bronx Street,"40.84010238342504, -73.87862847676972",,-73.87862847676972,40.84010238342504,20.38
1099596,4,A_coords,parse,yes,high,,description...action_description,,"42.036905, -74.119385",,-74.119385,42.036905,20.15
1104523,4,D_named_road,nys_street,yes,low,100,text,Partition St,"42.64627170783728, -73.73977447007267",,-73.73977447007267,42.64627170783728,20.14
1103227,4,D_route,nys_street,yes,medium,100,text,Route 9,"41.27035639073376, -73.93442150637547",,-73.93442150637547,41.27035639073376,20.1
1103548,4,D_route,nys_street,yes,medium,100,text,Route 9,"41.27035639073376, -73.93442150637547",,-73.93442150637547,41.27035639073376,20.1
1105007,4,D_named_road,nys_street,yes,low,100,text,Sandy Road,"41.94008847677628, -74.02708950441284",,-74.02708950441284,41.94008847677628,20.01
1103235,4,D_named_road,nys_street,yes,low,100,text,Washington Street,"41.27161444245874, -73.92964652700753",,-73.92964652700753,41.27161444245874,19.89
1094333,4,D_named_road,nys_street,yes,low,100,text,Suffolk Boulevard,"40.58644630559158, -73.7219194516477",,-73.7219194516477,40.58644630559158,19.87
1103546,4,D_named_road,nys_street,yes,low,100,text,Harney Road,"40.97993030453806, -73.81693738016793",,-73.81693738016793,40.97993030453806,19.81
1101862,4,D_named_road,nys_street,yes,low,100,text,Albany Post Road,"41.26326034153232, -73.9372454564256",,-73.9372454564256,41.26326034153232,19.77
1099280,4,D_named_road,nys_street,yes,low,97.46,text,Spruce Rd,"44.357698838494166, -75.2219841407983",,-75.2219841407983,44.357698838494166,19.64
1095012,4,D_named_road,nys_street,yes,low,100,text,Roaring Branch Road,"43.41521877290879, -73.98052062394916",,-73.98052062394916,43.41521877290879,19.5
1097038,4,D_named_road,nys_street,yes,low,97.46,text,Spicer Road,"44.32509684595509, -75.0964660770726",,-75.0964660770726,44.32509684595509,19.17
1099604,4,A_coords,parse,yes,high,,description...action_description,,"42.056043, -74.293509",,-74.293509,42.056043,18.89
1091941,4,D_named_road,nys_street,yes,low,100,text,Tiffany Street,"40.82800736685183, -73.89544254320607",,-73.89544254320607,40.82800736685183,18.75
1099527,4,D_named_road,nys_street,yes,low,100,text,Tiffany Street,"40.82800736685183, -73.89544254320607",,-73.89544254320607,40.82800736685183,18.75
1101825,4,D_named_road,nys_street,yes,low,100,text,High Street,"41.01213735783844, -73.87841850980118",,-73.87841850980118,41.01213735783844,18.71
1101875,4,D_named_road,nys_street,yes,low,100,text,Prospect Street,"42.86403945860564, -78.27898590258663",,-78.27898590258663,42.86403945860564,18.52
1100509,3,D_route,nys_street,yes,medium,100,text,Route 10,"42.08804952331389, -75.31381600896766",,-75.31381600896766,42.08804952331389,18.12
1101829,4,D_named_road,nys_street,yes,low,100,text,Ashford Avenue,"41.0154843201768, -73.86911441436564",,-73.86911441436564,41.0154843201768,17.97
1101837,4,D_named_road,nys_street,yes,low,100,text,Ashford Avenue,"41.0154843201768, -73.86911441436564",,-73.86911441436564,41.0154843201768,17.97
1101626,4,D_named_road,nys_street,yes,low,100,text,Wyman Street,"40.99886938888474, -73.68499234467794",,-73.68499234467794,40.99886938888474,17.92
1094057,4,D_route,nys_street,yes,medium,100,text,Route 5,"42.956499198520376, -74.23355721869704",,-74.23355721869704,42.956499198520376,17.83
